Immagine;Didascalia;Denominazione;Localita;Indirizzo;Civico;Comune;Telefono;Email;SitoWeb;Categoria;Categoria Secondaria;Latitudine;Longitudine;orario;noteorario;Ingresso
http://sirpac.cultura.marche.it/SirpacIntraWeb/storage/Label/1284/Thumbs/79C.jpg;Iohannes Hispanus, Madonna in trono col Bambino, i Santi Andrea ed Elena e due angeli musicanti;Raccolta delle Sette Confraternite;;Corso Dante Alighieri;;MONTECASSIANO;0733.299811;;www.comune.montecassiano.mc.it;Arte;;43.3644;13.4356;Apertura su richiesta;;Ingresso gratuito
http://sirpac.cultura.marche.it/SirpacIntraWeb/storage/Label/1284/Thumbs/82C.jpg;Ignoto, Ritratto di Monsignor Armindo Ricci;Pinacoteca Civica ?Mons. Armindo Ricci?;Palazzo Ricci;Via A. Ricci;10;MONTE SAN MARTINO;0733-660107;servizi.demografici@montesanmartino.sinp.net;http://www.montesanmartino.sinp.net;Arte;;43.0323;13.4425;Il museo � aperto su richiesta.;;"prezzo intero: 5 ?; prezzo ridotto: 4 ?"
http://sirpac.cultura.marche.it/SirpacIntraWeb/storage/Label/1284/Thumbs/83C.jpg;Marchisiano di Giorgio, Madonna del Soccorso;Museo Civico Pinacoteca ?Palazzo Lazzarini?;Palazzo Lazzarini;Piazza Vittorio Emanuele II;8;MORROVALLE;0733/223437;biblioteca.morrovalle@virgilio.it;www.comune.morrovalle.mc.it;Arte;Storia;43.3145;13.579;"Giugno-luglio-agosto: sabato e domenica 10-12; 16-19. Settembre-maggio: sabato e domenica 16 -19.";;
http://sirpac.cultura.marche.it/SirpacIntraWeb/storage/Label/1284/Thumbs/84C.jpg;Testina femminile;"""Pievebovigliana-Museo"" (Museo Archeologico, Museo Civico, R.Campelli  -Museo storico del territorio, Coll.  xilografie M. Ciccotti e Racc. G. Marotta)";Palazzo comunale di Pievebovigliana;Piazza Vittorio Veneto;90;PIEVEBOVIGLIANA;0737/44126;comune@pievebovigliana.sinp.net;http://www.pievebovigliana.sinp.net;Arte;Archeologia;43.0621;13.0844;Dal lun al sab 8:30/14:00 - estivo anche il pomeriggio 15:30 /18:30+su richiesta;La domenica e festivi su richiesta;
http://sirpac.cultura.marche.it/SirpacIntraWeb/storage/Label/1284/Thumbs/85C.jpg;Figura femminile rappresentata come Artemide;Museo Civico di Palazzo Cento;Palazzo Cento;Via Roma;32;POLLENZA;0733 549387;assessorecultura@pollenza.sinp.net;http://www.pollenza.mc.it;Archeologia;Storia;43.2669;13.3486;Orario invernale:10.00-13.00/15.00-18.00.Orario estivo:10.00-13.00/16.00-19.00.;Apertura:mag-giugno(sab-dom-festivi),lug-agosto(ven-sab-dom)e tutti i giorni dal 10 al 19 agosto.;"prezzo intero: 2 ?; prezzo ridotto: 1 ?"
http://sirpac.cultura.marche.it/SirpacIntraWeb/storage/Label/1284/Thumbs/87C.jpg;Balsamario a testa di Medusa;"Mostra Archeologica Permanente ""Divi & Dee""";Castello Svevo;Piazza F.lli Brancondi;1;PORTO RECANATI;071.7591862 - : 071.9799084 (I.A.T.);info@portorecanatiturismo.it;www.portorecanatiturismo.it - www.comune.porto-recanati.mc.it;Archeologia;;43.4376;13.6612;aperto su richiesta;;Ingresso gratuito
http://sirpac.cultura.marche.it/SirpacIntraWeb/storage/Label/1284/Thumbs/8C.jpg;Castello di Caldarola, esterno;Castello Pallotta;;via del Cassero;;CALDAROLA;0733.905242  0733.906505  0733.903471;beniculturali@scoccogabrielli.it;www.castellopallotta.it;Arte;Specializzato;43.1376;13.2248;visitabile su appuntamento;;Ingresso a pagamento
http://sirpac.cultura.marche.it/SirpacIntraWeb/storage/Label/1284/Thumbs/92C.jpg;Ambito umbro, Crocifissione e Nativit�;Museo Diocesano - sezione di Recanati;Palazzo episcopale;via Gregorio XII;2;RECANATI;071/7574278;"museodiocsezrecanati@tiscali.it; spaziocultura@virgilio.it";www.comune.recanati.mc.it;Arte;Storia;43.4062;13.544;da Venerd� a Domenica: 10,30-12.20/ 15,30/18,30;;Offerta libera
http://sirpac.cultura.marche.it/SirpacIntraWeb/storage/Label/1284/Thumbs/94C.jpg;Museo Casa Leopardi, Biblioteca;Museo Casa Leopardi;Palazzo Leopardi;Via Leopardi;14;RECANATI;071.7573380;casaleopardi@giacomoleopardi.it;www.giacomoleopardi.it;Specializzato;;43.4118;13.4399;"apertura: Autunno ? Inverno dalle 9.30 alle 12.30 e dalle 14.30 alle 17.30; Primavera ? Estate dalle 9.00 alle 18.00. Chiuso il 25 dicembre e il 1 Gennaio";;Ingresso a pagamento
http://sirpac.cultura.marche.it/SirpacIntraWeb/storage/Label/1284/Thumbs/95C.jpg;Concha Ibanez, Castilla;Collezione Civica di Arte Contemporanea;;Via Dante Alighieri;24;RIPE SAN GINESIO;0733.500102 - 0733.500374 - 347.5940472;;www.comune.ripesanginesio.mc.it;Arte;;43.1434;13.367;"apertura: tutti i giorni dalle 9.00 alle 13.00; Domenica chiuso";;
http://sirpac.cultura.marche.it/SirpacIntraWeb/storage/Label/1284/Thumbs/97C.jpg;Simone De Magistris, Piet� e Santi;"Museo e Pinacoteca ""S. Gentili""";ex Chiesa di San Sebastiano;Via Raffaele Merelli;14;SAN GINESIO;0733.656022 - 0733.652056 (IAT) - 334.3068305;info@sanginesio.sinp.net;http://www.sanginesio.sinp.net;Arte;Archeologia;43.1077;13.3264;Periodo pasquale - periodo estivo (lug.- set.) - periodo natalizio: 10-13 / 16-19. Chiuso luned�.;;"prezzo intero: 1,5 ?; prezzo ridotto: 1 ?"
http://sirpac.cultura.marche.it/SirpacIntraWeb/storage/Label/1284/Thumbs/98C.jpg;Base con iscrizione onoraria romana;"Museo Archeologico ""G. Moretti""";Antico Episcopio di Castello al Monte;Via Castello al Monte;0;SAN SEVERINO MARCHE;0733633919;info@comune.sanseverinomarche.mc.it;http://www.comune.sanseverinomarche.mc.it;Archeologia;;43.2258;13.1767;inv. 09.00.13.00, est. 19.00-13.00, 16.00-19.00 lun. chiuso;apertura tutti i giorni feriali festivi anche infrasettimanali chiuso solo il luned�;Ingresso a pagamento
http://sirpac.cultura.marche.it/SirpacIntraWeb/storage/Label/1285/Thumbs/101B.jpg;Museo della Radio, interno;Museo della Radio d'Epoca;Ex Convento di San Francesco;Via Gaboardi;;MACERATA FELTRIA;0722.74546 - 340.3454102 per prenotazioni;comune.macerataf@provincia.ps.it;www.comune.maceratafeltria.pu.it;Specializzato;;43.8038;12.4449;su prenotazione;Per prenotare rivolgersi al Museo Civico Archeologico Paleontologico, o all'Ufficio Turistico tel. 0722 728208 (uff. turistico) tel. 0722 74244 (municipio);a pagamento cumulativo con gli altri musei del Comune
http://sirpac.cultura.marche.it/SirpacIntraWeb/storage/Label/1285/Thumbs/105B.jpg;Claudio Ridolfi, Battesimo di Ges�;Museo Diocesano di San Francesco;Ex Convento di San Francesco;Piazza San Francesco;6;MERCATELLO SUL METAURO;"0722.89819; 345.5626403";mercatello@museodelmetauro.it;http://www.museodelmetauro.it/;Arte;Archeologia;43.6462;12.336;10.00-12.30, 16.30-19.00, chiuso i luned� non festivi;Da settembre 2011 a giugno 2012 il museo sar� oggetto di lavori di ampliamento e adeguamento funzionale. Per effettuare visite in tale periodo contattare la Pro Loco.;"Intero: 3 ?; ridotto: 2 ?"
http://sirpac.cultura.marche.it/SirpacIntraWeb/storage/Label/1285/Thumbs/106B.jpg;Maestro dell?Incoronazione Bellpuig;Pinacoteca conventuale ?Beato Sante?;;via Passo;22;MOMBAROCCIO;0721/471122;beatosanteofm@libero.it;www.mombaroccio.eu;Arte;Storia;43.7896;12.8615;su richiesta;;ingresso gratuito
http://sirpac.cultura.marche.it/SirpacIntraWeb/storage/Label/1285/Thumbs/106B.jpg;Maestro dell?Incoronazione Bellpuig, Crocifisso;Musei di San Marco: Museo d'arte sacra, Museo della civilt� contadina, Mostra del ricamo;Chiesa di San Marco;piazza Barocci;2;MOMBAROCCIO;0721/470799;proloco_mombaroccio@libero.it;http://digilander.libero.it/proloco.mombaroccio;Arte;Storia;43.7968;12.855;"stagione invernale: 15-18; stagione estiva: 9-12/16-19";;ingresso gratuito
http://sirpac.cultura.marche.it/SirpacIntraWeb/storage/Label/1285/Thumbs/114B.jpg;Castello dei Conti Oliva, esterno;Musei del Castello dei Conti Oliva. Museo del Lavoro Contadino Museo di Scienze della Terra;Castello dei Conti Oliva;Piazza Conti Oliva;2;PIANDIMELETO;0722.721528 - 0722.721808;"info@museimontefeltro.it; centrovisite@libero.it";www.museimontefeltro.it;Etnografia e antropologia;;43.7496;12.3531;Su richiesta;Aperto tutti i giorni su prenotazione: 30 minuti di preavviso per visite individuali, 24 ore per gruppi superiori a 15 unit�;Ingresso a pagamento
http://sirpac.cultura.marche.it/SirpacIntraWeb/storage/Label/1285/Thumbs/126B.jpg;Castello di Pietrarubbia, esterno;Musei del Castello di Pietrarubbia;Loc. Castello;;;PIETRARUBBIA;"0722.75110; 0722.75177; 0722.75240";info@museimontefeltro.it;www.museimontefeltro.it;Arte;;43.8028;12.3754;aperto su richiesta.;;ingresso gratuito
http://sirpac.cultura.marche.it/SirpacIntraWeb/storage/Label/1285/Thumbs/130B.jpg;Museo delle Terre Marchigiane, Cucina;Museo delle Terre Marchigiane. Collezione Straccini;;Via Leopardi;SNC;SAN LORENZO IN CAMPO;0721.776904;"informazioni@museoterremarchigiane.it; duemilamusei@gmail.com";http://www.museoterremarchigiane.it;Etnografia e antropologia;Storia;43.5999;12.9449;"15 Settembre-30 Maggio: sabato domenica e festivi 15.30-18.30; 1 Giugno - 14 Settembre: sabato domenica e festivi 10-12, 16.30-19.30";Visite su prenotazione. Per attivit� didattica tel. 3357333830.;"Intero: 3 ?; ridotto: 2 ?"
http://sirpac.cultura.marche.it/SirpacIntraWeb/storage/Label/1285/Thumbs/138B.jpg;Codice miniato;Museo Diocesano;ex- Palazzo Vescovile;via Urbano VIII;7;URBANIA;0722/312020;museodiocesano@casteldurante.it;www.provincia.ps.it;Arte;Storia;43.6676;12.5243;aperto tutti i giorni 10-12, 15-18 nel periodo estivo;;Ingresso a pagamento
http://sirpac.cultura.marche.it/SirpacIntraWeb/storage/Label/1285/Thumbs/1B.jpg;Giovanni Bellini, Incoronazione della Vergine (Pala di Pesaro);I Musei Civici di Palazzo Mosca;Palazzo Toschi Mosca;Piazza Toschi Mosca;29;PESARO;"0721.387541; callcenter 199 151 123 (a pagamento)";musei@comune.pesaro.pu.it;"www.pesaromusei.it; www.pesarocultura.it";Arte;;43.9112;12.9132;"Giugno-settembre: mart-dom 10-13,16.30-19.30, luglio-agosto: mar mer ven sab dom 10-13,16.30-19.30, gio 10-13,16.30-19.30,21.30-23.30; ottobre-maggio:mar-gio 10-13, ven-dom e festivi 10-13,15.30-18.30. Chiuso: luned�, 25 dicembre,1 gennaio.";Biglietto unico Pesaro Musei vale 7 giorni e comprende Musei Civici, Casa Rossini e mostre temporanee all'interno delle strutture. Numero verde 800961993 per prenotazioni per le scuole;"Intero: 9 ?; ridotto: 7,50 ? gruppi, over 65, FAI, TCI, Coop, 5? titolari card Pesaro Cult; gratuito: fino a 19 anni, portatori handicap e accompagnatore, ICOM, giornalisti, III dom nov-mag con card/"
http://sirpac.cultura.marche.it/SirpacIntraWeb/storage/Label/1285/Thumbs/37B.jpg;Piero della Francesca, Madonna di Senigallia;Galleria Nazionale delle Marche;;P.zza Duca Federico;3;URBINO;0721.855987;info@pesarourbino.com;http://www.palazzoducaleurbino.it;Arte;Archeologia;43.7243;12.6367;"luned�: 8.30-14.00; da marted� a domenica: 8.30-19.15; chiuso Natale, Capodanno.";propriet� pubblica;"Intero: 5?; ridotto: 2.50? (18-25 anni, insegnanti); gratuito (under 18 over 65, gruppi scolastici, studenti iscritti a facolt� di indirizzo storico-artistico, ICOM)"
http://sirpac.cultura.marche.it/SirpacIntraWeb/storage/Label/1285/Thumbs/46B.jpg;Antonio Alberti da Ferrara, Il ritrovamento e l'esaltazione della croce;Museo Diocesano ?Albani?;;Piazza Pascoli;2;URBINO;0722.2214;museoalbani@arcidiocesiurbino.it;http://www.arcidiocesiurbino.it;Arte;Arte;43.7251;12.6367;Tutti i giorni 9.30 -13.00, 14.30 - 18.30. Chiuso marted�. Orario in vigore fino al 5 novembre 2012.;;"prezzo intero: 3,50 ?; prezzo ridotto: 2,50 ? (gruppi, 10 px); scuole: 1,50 ?"
http://sirpac.cultura.marche.it/SirpacIntraWeb/storage/Label/1285/Thumbs/50B.jpg;Lastra sepolcrale di Eutropos;Museo Lapidario;;Piazza Duca Federico;;URBINO;0722.2760 - 0722.322625 per info e prenotazioni;;;Archeologia;;43.7245;12.6369;"il luned� dalle 8.30 alle 14.00; dal marted� alle domenica e festivi dalle 8.30 alle 19.15. Chiuso il 25 dicembre, 1 Gennaio, 1 Maggio";propriet� pubblica;"Intero: 4?; ridotto: 2? (il biglietto comprende la visita al Palazzo Ducale)"
http://sirpac.cultura.marche.it/SirpacIntraWeb/storage/Label/1285/Thumbs/52B.jpg;Raffaello, Madonna con Bambino;Casa Natale di Raffaello;;Via Raffaello;57;URBINO;0722.320105;segreteria@accademiaraffaello.it;http://www.accademiaraffaello.it;Arte;;43.7271;12.6353;"dall'1novembre al 28 febbraio, dal luned� al sabato ore 9-14, domenica e festivi 10-13, 15-18; dal 1 marzo al 31 ottobre, dal luned� al sabato 9-13, 15-19, domenica e festivi 10-13, 15-18. Chiuso Natale e 1 gennaio.";;"prezzo intero: 3 ?; prezzo ridotto: 2 ?; scolaresche: 1?; under 15 gratuito"
http://sirpac.cultura.marche.it/SirpacIntraWeb/storage/Label/1285/Thumbs/56B.jpg;Museo della Citt�, interno;Museo della Citt�;Palazzo Bonaventura Odasi;Via Valerio;1;URBINO;0722/ 309270;museodellacitt�@comune.urbino.ps.it;http://www.urbinoculturaturismo.it;Territoriale;Arte;43.7252;12.6377;Luned�-venerd� 9.30-13.30 _ Sabato e domenia 10-18 _ Marted� chiuso.;;libero
http://sirpac.cultura.marche.it/SirpacIntraWeb/storage/Label/1285/Thumbs/59B.jpg;Francesco di Giorgio Martini, Torrione;Centro per la  Scultura Contemporanea. Torre martiniana;Torrione di Francesco di Giorgio Martini;Via del Torrione;SNC;CAGLI;;polomuseale@comune.cagli.ps.it;;Arte;;43.5452;12.6469;Da aprile a giugno e settembre: sab e dom 10-12.30/16.30-19.30,luglio,agosto aperto tutti i giorni;;"Intero: 3 ?; ridotto: 2,5 ?"
http://sirpac.cultura.marche.it/SirpacIntraWeb/storage/Label/1285/Thumbs/61B.jpg;Capitello;Museo Archeologico e della Via Flaminia;Palazzo pubblico;Piazza Matteotti;1;CAGLI;;polomuseale@comune.cagli.ps.it;;Archeologia;;43.5467;12.6481;MUSEO CHIUSO;MUSEO CHIUSO;gratuito
http://sirpac.cultura.marche.it/SirpacIntraWeb/storage/Label/1285/Thumbs/63B.jpg;Statua virile;"Pinacoteca  e Museo Civico ""Malatestiano""";Palazzo Malatestiano;Piazza XX Settembre;4;FANO;"0721/828362; 0721/839098";museocivico@comune.fano.ps.it;http://www.comune.fano.ps.it/cultura;Arte;Archeologia;43.8445;13.0183;Orario invernale (dal 16/9 al 14/6): da marted� a domenica 9-13, marted� gioved� domenica 15-18. Chiuso luned�. Orario estivo: dal marted� a sabato 9-13, marted� gioved� domenica 17-20. Luglio-agosto: marted� e gioved� apertura serale 17-23. Chiuso luned�;;"Intero: 3,5 ?; ridotto: 2 ? (gruppi min. 10 persone + guida e over 65); gruppi scolastici:gratuito."
http://sirpac.cultura.marche.it/SirpacIntraWeb/storage/Label/1285/Thumbs/67B.jpg;Quadreria Cassa di Risparmio di Fano, interno;Quadreria della Fondazione Cassa di Risparmio di Fano. Pinacoteca San Domenico;;Via Montevecchio;114;FANO;0721.802885 - 0721.824331;info@fondazionecarifano.it;www.fondazionecarifano.it;Arte;;43.8445;13.0177;Luned�, Marted�, Gioved�, Venerd� dalle 10.00 alle 12.00;Propriet� privata;gratuito
http://sirpac.cultura.marche.it/SirpacIntraWeb/storage/Label/1285/Thumbs/75B.jpg;"Quadreria ""Cesarini"", interno";Quadreria Cesarini. Casa Museo;;Via Pergamino;32;FOSSOMBRONE;0721/714650;puntoiat@comune.fossombrone.ps.it;http://www.comune.fossombrone.ps.it;Arte;;43.689;12.802;sabato e domenica, dalle 16 alle 19(aperture straordinarie tel.0721 72 32 63);;"Intero: 4 ?; ridotto: 3 ?"
http://sirpac.cultura.marche.it/SirpacIntraWeb/storage/Label/1285/Thumbs/81B.jpg;"Museo ""Assetto"", interno";"Museo ""F. Assetto""";;C.so Giovanni XXIII;16;FRONTINO;0722/71131;;www.frontinomontefeltro.it/arte-e-cultura/museo-f-assetto/;Arte;;;;Da luned� a venerd� 9-13, luned� e mercoled� 15.30-17.30;;gratuito (rivolgersi al Comune)
http://sirpac.cultura.marche.it/SirpacIntraWeb/storage/Label/1285/Thumbs/84B.jpg;Mulino alimentato dalle acque del Torrente Mutino;Mulino di Ponte Vecchio;Mulino Ponte Vecchio;Mulino di Frontino;;FRONTINO;"0722/71135; 0722/75350";comune.frontino@provincia.ps.it;http://www.comune.frontino.pu.it;Etnografia e antropologia;;43.7648;12.3788;su prenotazione;;Gratuito
http://sirpac.cultura.marche.it/SirpacIntraWeb/storage/Label/1285/Thumbs/86B.jpg;Rocca di Frontone, esterno;"Raccolta Comunale d?Arte della ""Rocca di Frontone""";Castello di Frontone;Piazzale della Rocca;1;FRONTONE;0721/790716;"comune.frontone@provincia.ps.it; frontone5@interfree.it";;Arte;;43.5171;12.7277;"Settembre-Maggio sab 15-19, dom e fest 11-13, 15-19; Giugno sab 15-20, dom e fest 11-13, 15-20; Luglio sab 16-20, dom e fest 11-13, 16-20; Agosto da lun a sab 16-20, dom e fest 11-13, 16-20";Per info e visite fuori orario (max 4 persone) tel. 338.3805478/ 339.8429426;"Intero: 3 ?; ridotto: 2,5 ?"
http://sirpac.cultura.marche.it/SirpacIntraWeb/storage/Label/1285/Thumbs/92B.jpg;Castello di Gradara, esterno;Rocca Demaniale;;Piazza Alberta Porta Natale;1;GRADARA;0541.964115, 0541.964697 (prenotazioni);info@gradara.org;http://www.gradara.org;Arte;;43.9423;12.7739;"Tutti i giorni: 8.30-19.15; luned� 8.30-14; chiuso Natale e Capodanno";propriet� pubblica;"intero: 4?; ridotto: 2? (18-25 anni, insegnanti); gratuito (under 18 over 65, ICOM, gruppi scolastici, studenti discipline storico artistiche e dipendenti MiBAC)"
http://sirpac.cultura.marche.it/SirpacIntraWeb/storage/Label/1285/Thumbs/98B.jpg;Museo Civico, interno;Museo Civico Archeologico e Paleontologico;Palazzo del Podest�;via Abstemio Castello;2;MACERATA FELTRIA;0722/73231;comune.macerataf@provincia.ps.it;http://www.comune.maceratafeltria.pu.it;Archeologia;Storia naturale e scienze naturali;43.8058;12.4462;dal 15 giugno al 30 settembre: tutti i giorni (escluso il Luned�) ore 10-12,30, 16,30 - 19,30 dal periodo pasquale al 1� maggio: sabato - domenica e festivi ore 15,30 - 18,30 in altri giorni e orari, su prenotazione solo per gite scolastiche e gruppi orga;Per prenotazioni tel. Sig. Rossi Giuseppe 340 3454102 - 0722 74546;"Intero: 2 ?; ridotto: 1,5 ?"
http://sirpac.cultura.marche.it/SirpacIntraWeb/storage/Label/1394/Thumbs/070T.jpg;Rocca Roveresca, esterno;Rocca Roveresca;;piazza del Duca;2;SENIGALLIA;071.63258;roccaroveresca.senigallia@beniculturali.it;http://www.sbap-mar.beniculturali.it;Arte;;43.7152;13.2199;"tutti i giorni: 8,30 - 19,30; chiuso 25 dicembre, 1 gennaio, 1 maggio (eventuale apertura straordinaria Istituti MiBAC)";;"Intero: ? 2,00; ridotto: ? 1 (18-25 anni, insegnanti); gratuito (under 18 e over 65, ICOM, gruppi scol. studenti storia arte, dipen. MiBAC)"
http://sirpac.cultura.marche.it/SirpacIntraWeb/storage/Label/1394/Thumbs/209t.jpg;Museo del Bal�, sala per attivit� didattica;Museo del Bal�;;Localit� San Martino;sn;SALTARA;0721.892390;info@museodelbali.it;http://www.museodelbali.it;Specializzato;;43.7561;12.8901;"Apertura per il pubblico tutte le domeniche e festivi. Il museo � stagionale e gli orari variano in funzione del periodo; consultare il sito per conoscere i dettagli. Durante l'anno scolastico il museo lavora su prenotazione con le scuole di ogni ordine e";;"Intero: 5? (ingresso museo), 7? (ingresso museo+planetario); ridotto (under 10 anni): 2?, riduz. 20% (escl. osservatorio) over 65, insegnanti, universitari; 5? osservatorio."
http://sirpac.cultura.marche.it/SirpacIntraWeb/storage/Label/1407/Thumbs/02701002.jpg;Pietro Alemanno, Madonna col Bambino;Museo dei Fossili e dei Minerali - Museo dell'Alamanno;Palazzo Felici;Via Roma;42;MONTEFALCONE APPENNINO;0734.79136;info@montefalcone.it;http://www.montefalcone.it;Storia naturale e scienze naturali;Arte;42.9887;13.4588;Luglio - agosto: da gioved� a domenica 10-13, 15-18. 15 agosto: 10-13, 15-18. Settembre: festivi 16-19.;Info: 339.3466752 (0734.79136 nei giorni di apertura).;"Intero: 2,5 ?; ridotto: 1,5 ?"
http://sirpac.cultura.marche.it/SirpacIntraWeb/storage/Label/1407/Thumbs/13.jpg;Nicolaus Hogenberg, Il trionfo di Carlo V (particolare);Musei di Palazzo Ducale. Museo Civico, Pinacoteca, Collezione di grafica;Palazzo Ducale;Corso Vittorio Emanuele;23;URBANIA;0722/313151;museo@marcheweb.com;http://www.marcheweb.com/museourbania;Arte;Storia;43.6682;12.5229;"Ore 10-12 e 15-18; chiuso il luned�.";;"Intero: 4 ?; ridotto: 2 ?"
http://sirpac.cultura.marche.it/SirpacIntraWeb/storage/Label/1407/Thumbs/35.jpg;Carlo Crivelli, Madonna con Bambino;Musei Civici di Palazzo Buonaccorsi;;Via Don Minzoni;24;MACERATA;0733.256361;pinacoteca@comune.macerata.it;http://www.maceratamusei.it  http://musei.comune.macerata.it:81/index.asp;Arte;Specializzato;43.3006;13.4554;Da marted� a domenica: 10-18. Chiuso il luned� e il 25 dicembre. 1 gennaio 15-18.;;
http://sirpac.cultura.marche.it/SirpacIntraWeb/storage/Label/1407/Thumbs/73_Alcova.jpg;Fortunato Morini, Alcova del secondo piano;Pinacoteca e Musei Civici;Palazzo Pianetti;Via XV Settembre;10;JESI;0731. 538342;pinacoteca@comune.jesi.an.it;http://www.comune.jesi.an.it;Arte;;43.5216;13.2425;Or.Inv. 10-13/16-19 festivi ore 10-13/17-20. Or.Est. (dalla terza dom di giugno alla terza dom di settembre) 10-20. Luned� non fest. chiuso;;"Intero: ? 6.00; ridotto ? 2.00 (scolaresche); gratuito (under 12, giornalisti, universitari)"
http://sirpac.cultura.marche.it/SirpacIntraWeb/storage/Label/1407/Thumbs/Ambienti terrestri.jpg;Ambienti terrestri;Museo delle Scienze;Convento di San Domenico;Piazza dei Costanti;7;CAMERINO;0737- 403100;musnat@unicam.it;http://web.unicam.it/museodellescienze/;Storia naturale e scienze naturali;Etnografia e antropologia;43.1379;13.0714;"Da marted� a domenica: 10-13/16-19 (dal 1�aprile); 15-18 (dal 1� ottobre). Luned� su prenotazione; chiuso i luned�, 25 dicembre, 1 gennaio";;"Intero ? 2,50; gratuito under 18 over 65, capigruppo, insegnanti con scolaresca, studenti Unicam, residenti,guide turistiche, disabili e accompagnatore, militari in divisa, giornalisti"
http://sirpac.cultura.marche.it/SirpacIntraWeb/storage/Label/1407/Thumbs/DSC_0143.jpg;Esterno del museo;Museo delle Carbonaie;Palazzo Simonelli;Contrada Tribbio;;CESSAPALOMBO;338.9889440;"info.cessapalombo@sibillini.net; info@palazzosimonelli.it";"www.palazzosimonelli.it; www.sibillini.net";Etnografia e antropologia;;43.1041;13.2213;Aperto su richiesta;E' possibile prenotare il servizio di visite guidate al museo e al percorso delle carbonaie.;ingresso gratuito
http://sirpac.cultura.marche.it/SirpacIntraWeb/storage/Label/1407/Thumbs/Elettra_Marconi.jpg;"La Principessa Elettra Marconi all'inaugurazione della Sala Museale ""Contrammiraglio Guglielmo Marconi""";Sala Museale ?Contrammiraglio Guglielmo Marconi?;;Via Cialdini;1;ANCONA;071 5931619;museomarconi@marina.difesa.it;http://www.marina.difesa.it/storiacultura/ufficiostorico/musei/salamarconi/Pagine/default.aspx;Specializzato;;43.6183;13.5096;;;Ingresso gratuito
http://sirpac.cultura.marche.it/SirpacIntraWeb/storage/Label/1407/Thumbs/IMG_1649.jpg;Strumenti della civilt� contadina e testimonianze dell'artigianato locale;Musei di Palazzo Ducale. Museo di storia dell'agricoltura e dell'artigianato;Palazzo Ducale - Urbania;Corso Vittorio Emanuele;23;URBANIA;0722/313151;info@museipartecipati.it;http://www.museipartecipati.it;Etnografia e antropologia;Territoriale;43.6682;12.5229;"10,00-12,30; 15,00-18,00 su richiesta alla Biblioteca Comunale, chiuso il luned�.";;"Intero: 4 ?; ridotto: 2 ? (il biglietto comprende anche la visita al Museo Civico)"
http://sirpac.cultura.marche.it/SirpacIntraWeb/storage/Label/1407/Thumbs/IMG_4900.jpg;Francesco Di Giorgio Martini, Rocca Ubaldinesca, corte interna;Pinacoteca della Rocca Ubaldinesca;Rocca Ubaldinesca;Piazza Battelli;1;SASSOCORVARO;0722/76177;pro_loco.sassocorvaro@yahoo.it;www.montefeltro.net/sassocorvaro.it;Arte;Specializzato;43.7811;12.4954;"estate: 9.30-12.30;15.00-19.00;inverno: 9.30-12.30;14.30-18.00;";;"Intero: 4 ?; ridotto: 2,5 ?"
http://sirpac.cultura.marche.it/SirpacIntraWeb/storage/Label/1407/Thumbs/interno_archivio_storico.jpg;Sala del museo;Museo dell'Olio;;Via Borgo;1;SERRAPETRONA;0733.908321;comune@serrapetrona.sinp.net;http://www.serrapetrona.sinp.net;Etnografia e antropologia;;43.1776;13.1906;Apertura su richiesta;;ingresso gratuito
http://sirpac.cultura.marche.it/SirpacIntraWeb/storage/Label/1407/Thumbs/interno_museo_uomo.jpg;Strumenti da lavoro;Museo dell'Uomo;centro storico-Torre di Guardia;Via Castello;2;SERRAPETRONA;0733.908321;comune@serrapetrona.sinp.net;http://www.serrapetrona.sinp.net;Etnografia e antropologia;;43.1762;13.1888;Apertura su richiesta;;Ingresso gratuito
http://sirpac.cultura.marche.it/SirpacIntraWeb/storage/Label/1407/Thumbs/interno_pinacoteca.jpg;Pinacoteca Nazionale d' Arte Sacra Contemporanea, interno;Pinacoteca Nazionale d' Arte Sacra Contemporanea;Centro storico;Via San Francesco;1;SERRAPETRONA;0733.908321;comune@serrapetrona.sinp.net;http://www.serrapetrona.sinp.net;Arte;;43.1759;13.1883;giugno-luglio-agosto 09.00-12.30, 16.00-19.00 i restanti mesi su richiesta;;
http://sirpac.cultura.marche.it/SirpacIntraWeb/storage/Label/1407/Thumbs/letturatattiledavid.jpg;Bambini apprendono le modalit� della lettura tattile della scultura;Museo Tattile Statale Omero;Mole Vanvitelliana;Banchina G. da Chio;28;ANCONA;071.2811935;info@museoomero.it;"www.museoomero.it; sito vocale: 800202220";Arte;;43.6143;13.5037;"Dal 16 settembre al 27 ottobre: dal marted� al venerd� 16 - 19; sabato e domenica 10 - 13 e 16 - 19. Mattino: apertura su prenotazione per gruppi. Chiuso luned�.";Tutte le iniziative sono gratuite per disabili e accompagnatori. Per prenotazioni e informazioni consultare il sito: www.museoomero.it;"ingresso gratuito; visite guidate e attivit� a pagamento (? 3)"
